src,tgt,complexity_score,quality_score,tagalog_complexity,is_augmented,uses_calamancy
Di ba ? ? So anong merit nung pa speech nila at the start ? Kaka - init ng dugo,right ? ? so what  s the merit of their speech at the start ? it makes my blood boil .,11.75,0.7,1.5,False,True
Ang laki siguro problema ng mga to bakit walang sigla di ba kayo masaya sa mga nominated,"these people must have a big problem , why are they so listless ? aren t you happy with the nominees ?",10.85,0.9,1.5,False,True
Sa isa lang sila na nominate same as last year tas ung iba wala na i mean hahaha wtf 🤣,"they were only nominated in one category , same as last year , and the others got nothing , i mean hahaha wtf .",11.75,0.9,1.5,False,True
di ba nagsubmit b3n&b3n sa best folk album ? ?,didn t ben&ben submit for best folk album ? ?,8.75,0.9,1.5,False,True
"putangina pwede pala yung ganito , kanina pa ko palipat - lipat sa youtube tapos twitter","fuck , this is possible ? i ve been switching between youtube and twitter for a while now .",10.55,0.9,1.5,False,True
Pucha wait typo ako HAHAHHAHAHAHAAHA basta yung una ko si chenle yung nakaupo na isa tas as of now ayan na,"damn , wait , i have a typo , hahahhahahahaaha . anyway , my first one was chenle , the one who was sitting , and as of now , there it is .",12.05,0.8,1.5,False,True
Hahahaha wala pa pero may mga boots na ako and chunky na high cut,hahahaha not yet but i already have boots and chunky high cuts .,9.95,0.8,1.5,False,True
Dapat ikaw magbantay ky bbm magpa drug test ha para alam moadik ka talaga go go go kuya kaya mo yan,"you should be the one to watch over bbm when he gets a drug test so you ll know . you re really an addict . go go go , bro , you can do it .",12.05,0.8,1.5,False,True
Siguro pag ni reveal nya na jowa ka nya Ewan ko nalang sayo,"maybe when he reveals that you re his girlfriend , i don t know what will happen to you .",9.65,0.6,1.5,False,True
"di ba yung iba parang di masyado nae - enjoy yung gala w friends / cousins pag kasama yung mama , samin mas nag - eenjoy sila pag kasama mama q HSKAHAHAHA di raw kasi kj ganorn","isn t it that some people don t really enjoy going out with friends / cousins when their mom is around ? in our case , they enjoy it more when my mom is with us . they say she  s not a killjoy .",16.85,0.8,1.5,False,True
User talaga kayo di ba kayo aangat pag wla boys namin ?,you guys are really users . can t you succeed without our boys ?,9.35,0.8,1.5,False,True
Sayang naman yung mama mary fez kung tatakpan lang di ba 🤗,"it  s a waste to just cover up that mama mary face , right ?",9.35,0.8,1.5,False,True
Kakatapos ko lang ang daming eme HAHAA pero ang pangit talaga nung baby,"i just finished , so much drama , hahaa , but the baby was really ugly .",9.65,0.7,1.5,False,True
sabi na crush mo   ko eh /j /nsrs,i knew you had a crush on me /j /nsrs,8.15,0.8,1.5,False,True
Caris tu lo robas y si eso luego pides permiso .. jajaajj parodia parodia,"caris , you steal it and if so , then you ask for permission .. hahaha parody , parody .",11.2,0.6,2.0,False,True
di ba naman sumama loob mo pota kayo grammys,"didn t you get upset , fuck you grammys .",9.7,0.8,2.0,False,True
NASA GUBAT NAMAN DI MASYADO AMOY HAHAHHAHA,"we re in the forest anyway , it doesn t smell much hahahhaha .",9.1,0.6,2.0,False,True
Sinusuportahan ko si bong go ung asawa ni duterte 🤣 🤣 🤣 🤣,"i support bong go , duterte  s husband .",10.9,0.8,2.0,False,True
AWEEE . Why ? Di ba holiday sainyo pag ganyan ?,aweee . why ? isn t it a holiday for you when that happens ?,10.3,0.6,2.0,False,True
Wag tawa admin rufa ambag # DeannaWong| Deanna Wong,"don t laugh , admin rufa , contribute .",9.7,0.6,2.0,False,True
FUCK THIS LIFE,galit sa boss niya,7.9,0.6,2.0,False,True
Sinusuportahan ko si bo go ung asawa ni duterte 🤣 🤣 🤣 🤣,"i support bong go , duterte  s husband .",10.9,0.8,2.0,True,True
K - Kasi paiyak niya kaw . Taytay,"k - kasi paiyak niya kaw . taytay , yayaw ko pag iyak kaw tas sigaw pa dada sa  yo . ilang ulit pang suminghot si sebby bago muling nagsalita . taytay ? di na ba tayo lalabs ni dada ? bat siya sisigaw tas paiyak pa niya kaw ? nag - pwamis siya sebby eh tas gagawa niya rin pala .",9.4,0.6,2.0,False,True
# SayWhat : A doctored image made the rounds on Facebook this weekend supposedly showing a caravan in Pampanga by supporters of @bongbongmarcos . It  s FAKE .,a doctored image made the rounds on facebook this weekend supposedly showing a caravan in pampanga by supporters of . it  s fake .,15.4,0.8,2.0,False,True
Puro coffee date yaya ng mga to amputa siguro masyadong oa pagka manifest ko ng starbucks planner ah . di ba pwedeng gcash date na lang ?,"these people are always asking for a coffee date , fuck , maybe my manifestation for a starbucks planner was too over the top . can t we just have a gcash date instead ?",15.1,0.9,2.0,False,True
- hulaan mo - sige mahal - sino ka ba ?,- you guess - okay dear - who are you ?,10.3,0.8,2.0,False,True
"grabe , sobrang bigat ng ka - partner ko . 🤩 ako lahat nag - solve sa math tapos ako rin nagpasa . 🤍🤍🤍","wow , my partner is so heavy . 🤩 i solved all the math and i also submitted it .",14.2,0.9,2.0,False,True
ayy gagi di ba pwde she  s doing great and may namimiss din ? ano to,"ayy , damn , can t it be that she  s doing great and she also misses someone ? what  s this ?",11.8,0.8,2.0,False,True
Ung inaantok kana tapos ganyan pa sila mag announce .... HSHSHSH,when you re already sleepy and that  s how they announce .... hshshsh,10.3,0.8,2.0,False,True
maniwala ka sakin wala si rj jan,"believe me , rj is not there .",9.1,0.8,2.0,False,True
Parang sya yung nakasakay sa isa pang swing ( ? ) Pero parang si taeil din yon eh,"it looks like he  s the one on the other swing ( ? ) , but it also looks like taeil .",12.4,0.9,2.0,False,True
Ano ba yan para namang di kilala bat ta tatakpan ng buko ?,"what is this , it  s like she  s not known , why cover her face with a coconut ?",10.9,0.9,2.0,False,True
Today with @SB19Official Si @stellajero _ as usual ... Full video soon :) # SB19OZMediaCon,today with as usual . full video soon .,11.5,0.6,2.0,False,True
"Raffle pala to ! Haha randomizer , di ba nakalimutan ko pa sabihin Lolol @SB19Official # SB19 # RAWRAwards2021 # RAWRATIN # Bazinga_SB19","so this is a raffle ! haha randomizer , didn t i forget to mention ? lolol",13.9,0.8,2.0,False,True
"si jr ang need , required mag pa drug test dahil pin pointed xa ni mr ejk . at dapat televise un proseso . di un sila lng kakaalam . why drag another candidates while he is the suspected drug user . wla talaga sa hulog si jr .","jr is the one who needs to be required to take a drug test because he was pointed out by mr . ejk . and the process should be televised , not just something they know about . why drag another candidate when he is the suspected drug user ? jr is really out of line .",23.7,0.9,2.0,False,True
parang mas nagwoworry pa ako sa kanila kesa sa mga magulang nila juskooo,"it seems like i m more worried about them than their parents , my gosh .",10.9,0.7,2.0,False,True
Di ba they tried it before Sineserye ata yun at Komiks pero di gaanobg kibagat kasi 2 months na yung pinakamatagal ?,"didn t they try it before , i think it was sineserye and komiks , but it didn t really take off because two months was the longest ?",13.6,0.8,2.0,False,True
Tell me nga na may replay naman yung kelly clarkson show di ba ? ?,"tell me , there  s a replay of the kelly clarkson show , right ? ?",11.5,0.8,2.0,False,True
Di ba ! ? 🤢 🤢,right ! ?,8.8,0.6,2.0,False,True
OKAY SINO BA NAMAN AKO PARA PANSININ   DI BA ? ?,"okay , who am i to be noticed , right ? ?",10.3,0.6,2.0,False,True
SAMEE LANGYA AYAW TALAGA INOMINATE,"same , damn it , they really don t want to nominate .",8.5,0.6,2.0,False,True
"SINO PANG MGA GISING , INTERACT MGA TEH","who else is awake , interact , sissy",9.4,0.6,2.0,False,True
Hindi ko lang sure since hindi pako nakapasok sa motel .,i m not sure since i haven t been inside a motel yet .,10.3,0.9,2.0,False,True
‘ di ba siya masaya sa trabaho niya mag - announce,isn t he happy with his job of announcing ?,10.3,0.9,2.0,False,True
Oo beh ingay mo kasi nag bbeg for streams,"yes , beh , you re so noisy because you re begging for streams .",9.7,0.8,2.0,False,True
Hoy alam mo ba kanina yung una ko kasama talaga si chenle chick is yung nakaupo na isa sa,"hey , did you know that earlier , my first one was really with chenle , chick is the one sitting down .",14.7,0.9,2.0,False,True
Parang sya yung nakasakay sa isa pang swi ( ? ) Pero parang si taeil din yon eh,"it looks like he  s the one on the other swing ( ? ) , but it also looks like taeil .",12.4,0.9,2.0,True,True
STFU may pasok ka di ba,"stfu you have class , right ?",8.8,0.8,2.0,False,True
di ba kayo nanonood sa grammys ?,aren t you guys watching the grammys ?,9.1,0.9,2.0,False,True
Hala bhie idol naten si Arthur Miguel di ba,"oh my , bhie , arthur miguel is our idol , right ?",9.7,0.6,2.0,False,True
The Mellow Touch 94.7 ! Mas maganda mga radio stations nuon kesa ngayon . Isa pa yung City Lights 88.3 . 🥺,the mellow touch 94.7 ! radio stations were better back then than now . another one was city lights 88.3 .,16.85,0.8,2.5,False,True
"gago sa tahimik don sa studio pati pag lakad nung girl rinig nyawa , di ba kayo inaantok gan gagu","damn , it  s so quiet in the studio , you can even hear the girl walking , damn , aren t you sleepy , you idiot .",16.25,0.9,2.5,False,True
Pink nails ni Neggy,neggy  s pink nails .,9.45,0.8,2.5,False,True
At don’t worry mas mukha ka din magnanakaw sge iyak na,"and don t worry , you look more like a thief too . go ahead and cry now .",11.55,0.8,2.5,False,True
at magwork hard sa early - mid stages ng trainee life para magimprove at makapasa sa monthly evaluation,kahit anong pagpapractice mo ng todo kung di ka bagay sa group na gusto nilang idebut+,13.65,0.9,2.5,False,True
Di ba beh nanalo na yung folklore last year ng aoty ?,"didn t folklore already win aoty last year , beh ?",11.85,0.9,2.5,False,True
Kaya pala si batugan back to war on drugs/ BBM and inaasikaso ! !,so that  s why the lazy one is back to focusing on the war on drugs / bbm ! !,12.45,0.8,2.5,False,True
"like lahat kami bagets tas yung mama q lang yung parent na sumama pak . pati yung di invited sa gala namin , sumasama","like we re all young people and my mom is the only parent who came along , pak . even those who weren t invited to our outing , came along .",15.45,0.9,2.5,False,True
Saan ko ba naman mukukuha ang mga Bea story kung nakamute ka 🤣,where else would i get the bea stories if you re on mute ?,12.15,0.9,2.5,False,True
I think this is the best for Sebby . Hangga t hindi pa okay,lalayo muna kami . ayoko siyang madamay sa gulo mo ken . ginawa ko ang lahat para mabuhay nang normal ang anak ko . gusto ko siyang lumaki sa payapang lugar . at hindi   yun mangyayari rito,12.45,0.8,2.5,False,True
sino to di ata ako makakatulog di ba to dream ? ? ? parang si mark yung nasa gitna but it cant be mark if new unit to,"who is this ? i don t think i can sleep . isn t this a dream ? it looks like mark is in the middle , but it can t be mark if this is a new unit .",16.65,0.8,2.5,False,True
hala ka kahsjss   di ba bawal yon pero okay lang at least tamang tao po pinagpupuyatan,"oh no , isn t that not allowed ? but it  s okay , at least you re staying up for the right person .",13.05,0.8,2.5,False,True
Oh di ba kakaopen ko lang ng Twitter ulet may na mine na ko agad,"oh , right ? i just opened twitter again and i already   mined   something .",12.75,0.9,2.5,False,True
Di na dapat yan manalo . It  s time for him to rest . Di ba lagi nta sinasabi pagod na sya at he will resign,he shouldn t win anymore . it  s time for him to rest . doesn t he always say he  s tired and he will resign ?,16.05,0.8,2.5,False,True
"So , doesn t ABS CBN have a choice ? Di ba discretionary yan kung tatanggapin o hindi dahil private company naman ?","so , doesn t abs cbn have a choice ? isn t it discretionary whether to accept it or not since it  s a private company ?",15.15,0.8,2.5,False,True
Lady how do you listen to that and think she sounds appealing in any way ?,lady how do you listen to that and think she sounds appealing in any way ?,13.05,0.8,2.5,False,True
Kelan na ba kasi ang announcement ? Ready naman na tayong masurprise di ba ? 🤭,"when is the announcement ? we re ready to be surprised , right ?",15.05,0.9,2.5,False,True
True ganda pa BGYO GELO CONCEPT ART # BGYOkundiman @bgyo_ph,"true , it  s beautiful . bgyo gelo concept art .",11.25,0.6,2.5,False,True
Lakas mo maka krist dyan . Haha,you have a strong krist vibe there . haha .,10.35,0.6,2.5,False,True
"H - Hayop ka ! Ang sama sama mo — "" "" Ken stared directly at Xander  s eyes before cutting his rants",bakas ang iba t ibang emosyon bago nito binitiwan ang huling linya niya .,15.15,0.9,2.5,False,True
siguro te pati sila inaantok na din,"maybe , sis , they re also getting sleepy .",10.35,0.8,2.5,False,True
NAGSUPSUP NA NAMAN SI BOY ADIK,boy addict is sucking up again .,10.05,0.6,2.5,False,True
sino ba naman ako para magkaron ng maayos na buhay  di ba xd,"who am i to have a good life , right ? xd",12.15,0.9,2.5,False,True
ANO NA MGA DI BA KUMAIN TO WALANG ENERGY,"what  s up , didn t you guys eat ? you have no energy .",10.95,0.8,2.5,False,True
Sumbong naman to kala mo bata lang # DEANNAWONG | Deanna Wong,"this one is telling on someone , you d think they were just a kid .",11.85,0.6,2.5,False,True
Ate hazel baka Naman palagay ng DT # DeannaWong | Deanna Wong,"ate hazel , maybe you can put the dt .",11.85,0.7,2.5,False,True
"tamad kayo ,  di ba ? invidious.tiekoetter.com/GxUxTtdkW2E","you re lazy , right ?",12.35,0.8,2.5,False,True
kaya nga di ba ang tanga niyo lang @PBBabscbn,"that  s why , right ? you re just so stupid .",14.2,0.9,3.0,False,True
BAKIT NAIBA YUNG CONCEPT NI HYUNJIN DI BA SIYA NAINFORM NA MAGPAPACUTE DAPAT ? ?,why is hyunjin  s concept different ? wasn t he informed that he was supposed to be cute ? ?,14.0,0.6,3.0,False,True
may bago akong pusa tulungan nyo ako ano ipapangalan ko,"i have a new cat , help me what should i name it .",12.5,0.8,3.0,False,True
Ano pa asahan natin sa granmnys 🤡 🤡 🤡,what else can we expect from the grammys .,12.2,0.9,3.0,False,True
ma sosyal update once a month for 10 months,"so classy , an update once a month for 10 months .",12.2,0.9,3.0,False,True
DI BA ! ! ! Less gastos ! ! Hahahahahaha . May isa ako ngayong sisimulan but tingnan natin kung maganda . Bata uli ang bida hahahaha balitaan kita if maganda HAHAHAHAHAHA,right ! ! ! less expensive ! ! hahahahahaha . i have one i m starting now but let  s see if it  s good . the main character is a kid again hahaha i ll update you if it  s good hahahahahaha .,19.1,0.9,3.0,False,True
ipinapaubaya ko na sa sm na linawin tonight 🧍 HAHHAHAHHA,i m leaving it up to sm to clarify tonight . hahahhahha .,12.5,0.9,3.0,False,True
"pls ano ba problema nila sa pagiging similar kung ganon kagaling idol nila , bakit takot sila sa copycats takot ba sila masapawan ? ganon ba kalaki hatak nung new gg ? HAHAHAHAHAHHAHA","please , what  s their problem with being similar ? if their idol is that good , why are they afraid of copycats ? are they afraid of being overshadowed ? is the new girl group that popular ? hahahahahahahha .",21.4,0.9,3.0,False,True
"pls ano ba problema nila sa pagigi similar kung ganon kagaling idol nila , bakit takot sila sa copycats takot ba sila masapawan ? ganon ba kalaki hatak nung new gg ? HAHAHAHAHAHHAHA","please , what  s their problem with being similar ? if their idol is that good , why are they afraid of copycats ? are they afraid of being overshadowed ? is the new girl group that popular ? hahahahahahahha .",21.4,0.9,3.0,True,True
