src,tgt
SINO NAGSABI SAINYO NA I-SNOBIN YUNG WILLOW?? HAAAA???? DI BA KAYO NAGANDAHAN SA LIFE WAS A WIILOW AND IT BENT RIGHT TO YOUR WIND HAAAA?? HAAAA?,WHO TOLD YOU TO IGNORE WILLOW?? HUH???? DIDN'T YOU THINK 'LIFE WAS A WILLOW AND IT BENT RIGHT TO YOUR WIND' WAS BEAUTIFUL? HUH?? HUH??
"kahit preorders na bukas, kung di ako makakakuha ng pc ng mga bias ko, edi bye","Even if preorders are tomorrow, if I don't get a photocard of my biases, then bye."
sana makakuha muna tayo ng chae para di na tayo bibili ng separate di ba,"Hopefully we can get a Chaeyoung photocard first, so we don't have to buy a separate one, right?"
"Thank youuu! Teka, di baliktad? Di ba dapat ako lilibre mo next year?","Thank youuu! Wait, isn't backwards? Shouldn't you be treating me next year?"
pinag iisip pa ako ni woosung di ba pwede i-reveal nalang,Woosung is still making me think. Can't he just reveal it already?
just thinking about how many trainees did not get to debut just because they did not fit the image of the group the company wants to think na ininstill sa kanila yung thot na makakadebut ka lang pag nagwork hard ka (meritocracy) wll it's tru na kailangan nilang kumayod,"I'm just thinking about how many trainees didn't get to debut just because they didn't fit the image of the group that the company wants to think they instilled in them, that you can only debut if you work hard (meritocracy). Well, it's true that they need to work hard"
"at magwork hard sa early-mid stages ng trainee life para magimprove at makapasa sa monthly evaluation, pero sa later stage or phase ng trainee journey yung mismong before debut, kahit anong pagpapractice mo ng todo kung di ka bagay sa group na gusto nilang idebut+","and work hard in the early-mid stages of their trainee life to improve and pass the monthly evaluations, but in the later stage or phase of the trainee journey, right before debut, no matter how much you practice, if you don't fit the group they want to debut"
"parang masasayang lang lahat. diba may mga issue din about sa mga popular or known trainees na kesyo bakit umalis sila sa certain entertainment, may naviolate ba sila? ganon, di ba natin naisip na what if inalis lang sila kasi ayaw ng company sa appeal or image nila",it feels like it'll all be for nothing. There are also issues about the popular or well-known trainees and why they left a certain entertainment company. Did they violate something? didn't we ever think that what if they were just removed because the company didn't like their appeal or image?
andaming circumstances na madaming popular trainees ang umalis sa isang company then later mababalitaan na magdedebut na ng group yung company na yon. e.g yung time na andaming popular sm trainees na umalis sa SM noon den nabalitaan nalang natin idedebut na ang aespa. DIBA,"There are so many instances where many popular trainees leave a company, and then later we hear that the company is debuting a group. For example, when so many popular SM trainees left SM before Aespa was announced to debut. RIGHT?"
di ko sinasabi na yun dahilan pero WHAT IF,"I'm not saying that's the reason, but WHAT IF?"
gusto ko talaga maging insider hahahah gusto ko malaman yung thought process ng mga teachers ng trainees at producers sa pagpili ng trainees na idedebut. napanood ko yung documentary ng stayc like legit sinasabi sa kanila na di sila nagwork hard masyado ganon,"I really want to be an insider hahaha, I want to know the thought process of the trainee teachers and producers when choosing the trainees to debut. I watched the STAYC documentary, and they literally told them that they weren't working hard enough, things like that."
na di sila makakadebut kung ganyan ang performance nila. pero nung last evaluation na may tinanggal na isa at mahahalata mo talaga na di sya bagay sa image ng stayc PLS or psychology eme lang to na nasanay lang akong tignan ang stayc.,"That they wouldn't be able to debut if their performance remained like that. But during the last evaluation, they eliminated someone, and you can really tell that she didn't fit the image of STAYC. PLS, or is this just something psychological inside me, and I've just gotten used to seeing STAYC a certain way?"
"Akala mo di masakit sakit sakin yung pinag sasabi mo saken ? Na patay Gutom ako ? Bakit ? Di ba yun sa- masakit ? Ikaw nga inuulam mo kalapati eh . Sabi nya ""Tara Ruella hulihin natin yung kalapati kuhain natin."" Oh siya yun siya yung pag sabihan mo","Do you think what you're saying to me doesn't hurt? That I'm desperately hungry? Why? You're the one who eats pigeons. He said, 'Let's catch those pigeons, Ruella, let's get them.' They should be the one you say that to."
Legit ba yan?,Is that legit?
"Eh saan ba? Mukha bang suspicious yung doc? Di ba dapat may letterhead yan, bakit wala? Tapos normally may qr code din yan","Well, where is it? Does the document look suspicious? Shouldn't it have a letterhead? Why doesn't it? And normally, it should also have a QR code."
"when i say i'll secure en- album, i mean like this WALA NA AKONG PAGLAGYAN MALIBAN JAN SA DAMITAN KO HAHAHA mahal to beh kaya dapat ingatan lalo na sa mga alagang pusa at aso dito. valid naman di ba? ENHYPEN","When I say I'll secure ENHYPEN albums, I mean like this. I HAVE NOWHERE ELSE TO PUT THEM EXCEPT FOR MY CABINET, HAHAHA. These are expensive, so I need to take care of them, especially from the cats and dogs here. Valid, right? ENHYPEN"
awit ate yubg akin andun naaalikabok’sn HAHAHAHAHAHAHKSHAKAHK,"Oh girl, my albums are just sitting there gathering dust HAHAHAHAHAHAHA"
yung b:do ko ewan na kung ano status nun sa isang kabinet duuuun sa kabilang bahay hahahaha,"I don't even know the status of my B:DO album; it's in a cabinet way over there in the other house, hahahaha."
SO 9 PM KAMI NGAG LARO NG MAFIA GAME HANGANG NGAYON DI BA PADIN TAPIS NATAPOS KO NA MGA EXAM KO SILA DI BA PADIN KAYA BA MATAPOS TODAY,"SO WE STARTED TO PLAY THE MAFIA GAME AT 9 PM, AND UNTIL NOW IT'S STILL NOT FINISHED? I ALREADY FINISHED MY EXAMS, CAN'T WE FINISH TODAY?"
3HRS NA PO SILANG NAGLALARO HANGANG NGAYON BUHAY PA DIN YUNG MAFIA,THEY'VE BEEN PLAYING FOR 3 HOURS NOW AND THE MAFIA IS STILL ONGOING.
lagi nalang,It's always like this.
NGAYON LANG NATAPOS,IT JUST FINISHED NOW.
lakas ng loob kong magpuyat tas second dose ko bukas,I'm being so brave staying up late when I have my second dose tomorrow.
hala ka kahsjss ' di ba bawal yon pero okay lang at least tamang tao po pinagpupuyatan,"Oh no! You're not supposed to, but it's okay; at least you're staying up for the right person."
yes tamah,"Yes, that's right."
Di ba sila natatawa sa sarili nilang katangahan? Nakakahawa talaga ang pagiging OBOB mana mana lang yan,Aren't they laughing at their own stupidity? Being stupid is really contagious; it's just inherited.
Tropa ni oskie yan...,That's Oskie's buddy...
"Di ko rin alam, parang gusto na kita pakasalan","I don't know either, I think I already want to marry you."
Tanginang yan HAHAHHAHA wag naman ganon,"What the hell, HAHAHAHA, don't do that!"
HAHAHAHAHA di ba pwede idaan nalang sa kiss?,"HAHAHAHAHA, can't we just settle it with a kiss?"
Bakit mo ina-admit and ine-embrace ang pagkamasamang ugali? Di ba dapat binabago yan kung nakikita mo naman iyan sa sarili mo. No hate just saying. RadikalAngMagmahal,"Why are you admitting and embracing your bad attitude? Shouldn't you change it if you see it in yourself? No hate, just saying. Radical Love"
Oh di ba? ang aga kong natulog Tapos magigising lang ako ng hating gabi,"See? I went to sleep early, and then I just wake up at midnight."
"bakit kasi nai-stop yung story kapag pinipindot,, 'di ba pwedeng next na????",Why does the story stop when I tap it? Can't it just go to the next story????
Hala bhie idol naten si Arthur Miguel di ba,"Oh my god, isn't Arthur Miguel our idol?"
the trauma u gave me tapos ganyan ka ngayon. ang tanda mo na di ba uso character development,"After all the trauma you gave me, you're like this now? You're old already; isn't character development a thing?"
Damo ko balon di ba usto nyo? Jk,I have a lot of weed. Does anyone want some? Just kidding!
Wag kayo seryoso talaga ang ate Sheng,"Don't even get me started, sister Sheng is serious."
Hahaha... ohhh Di ba.. Beke nemen..,Hahaha... Ohhh right... Maybe??
TARO SUNGCHAN TAEYONG MARK JAEHYUN JUNGWOO. SINO NAKA GREEN SA GITNA,TARO SUNGCHAN TAEYONG MARK JAEHYUN JUNGWOO. WHO'S WEARING GREEN IN THE MIDDLE?
Di ba si mark yung naka extend yung paa na naka upo hihu,Isn't Mark the one sitting with his leg extended hihu
sha yong nakagreenn,He's the one wearing green.
omggg sino tung naka all white na naka upo????,"Omg, who's the one sitting down wearing all white????"
"TANGINA NITONG MGA NANANAKOT, DI BA KAYO MAHAL NG MGA MAMA NIYO?",DAMN THESE PEOPLE WHO ARE TRYING TO SCARE US. DON'T YOUR MOM LOVE YOU?
kailangan gising tayo,We need to stay awake.
HOOOYY SHUTACCAAA. AUQQQ NAAAAAA,HOOOYY OMG NO PLSSS
Di ba angst to e ansakit taena yan,"Isn't this supposed to be angst? It hurts so much, damn."
Tell me nga na may replay naman yung kelly clarkson show di ba??,"Someone tell me that there's a replay of the Kelly Clarkson show, right??"
So relaxing... pero mas relaxing sana kung sa pag balik ko sa elyu eh may matatawag na akong special someone di yung lagi akong chaperone di ba ,"So relaxing... But it would be more relaxing,  if when I get back to Elyu I already have  someone I could call my special someone, instead of always being a chaperone, right"
That’s just a lie. He posted pictures of a watermelon carved into the BLM fist.,That's just a lie. He posted pictures of a watermelon carved into the BLM fist.
"If you're seeing some lunacy about a person of interest who was detained re: Waukesha, here's a brief window into how the right-wing disinfo machine works. It starts with Andy Ngo, of course. First, another reporter—not Andy—does the actual work of finding the POI's record. 1/x","If you're seeing some lunacy about a person of interest who was detained re: Waukesha, here's a brief window into how the right-wing disinfo machine works. It starts with Andy Ngo, of course. First, another reporter—not Andy—does the actual work of finding the POI's record. 1/x"
"Ngo then digs up a FB page allegedly belonging to the POI and posts some screenshots. But not before adding his own editorial slant, which at best could be described as inflammatory (if not outright false) and designed to get the attention of the online right. 2/x","Ngo then digs up a FB page allegedly belonging to the POI and posts some screenshots. But not before adding his own editorial slant, which at best could be described as inflammatory (if not outright false) and designed to get the attention of the online right. 2/x"
"On FB, the POI allegedly posted some antisemitic dreck, a cartoon about police brutality, and a photo of a mural of George Floyd. The latter two were enough for Ngo to say he'd posted ""in support of BLM causes."" Nowhere did he find anything directly linking the POI to BLM 3/x","On FB, the POI allegedly posted some antisemitic dreck, a cartoon about police brutality, and a photo of a mural of George Floyd. The latter two were enough for Ngo to say he'd posted ""in support of BLM causes."" Nowhere did he find anything directly linking the POI to BLM 3/x"
"There's no posts with a BLM hashtag (though Ngo added one in his tweet), or images of him attending/supporting BLM protesters, at least not that Ngo has found to date. For his audience, it doesn't matter. They've linked the POI to BLM. But take a look at the last sentence. 4/x:","There's no posts with a BLM hashtag (though Ngo added one in his tweet), or images of him attending/supporting BLM protesters, at least not that Ngo has found to date. For his audience, it doesn't matter. They've linked the POI to BLM. But take a look at the last sentence. 4/x:"
That seems quite damning! What Ngo doesn't say is that the FB post was from a cop (who was later fired) and bragged about being able to get away w/running over protesters b/c of the privileges afforded members of law enforcement Not the same thing! 5/x twincities.com/2016/02/17/st…,That seems quite damning! What Ngo doesn't say is that the FB post was from a cop (who was later fired) and bragged about being able to get away w/running over protesters b/c of the privileges afforded members of law enforcement Not the same thing! 5/x twincities.com/2016/02/17/st…
