src,tgt
"doc gud murneng ik dis wont work for ebriwan and this may sound mayabang but this is what i really did for surg quiz i started listening to lectures and taking notes handwritten para iwas antok. didnt try to read books or transes, didnt even pull an allnighter. got 2230","Good morning, Doctor. I know this won't work for everyone and this may sound arrogant, but this is what I really did for the surgery quiz: I started listening to lectures and taking handwritten notes to avoid getting sleepy. I didn't try to read books or transcripts, I didn't even pull an all-nighter. I got 2230."
"unlike doc nung prelims na nagallnighter ako, read schwartz, transes, plus samplex pa tapos parang 11 lang ata ako non. tho siguro factor na rin yung nasa adjustment period pa hehe","Unlike when I pulled an all-nighter during the prelims, reading Schwartz, transcripts, plus sample exams, and I think I only got an 11 then. Although, maybe it's also a factor that I was still in the adjustment period back then."
"hayaan mo ko maging masaya dahil kapag kayo masaya kayo, masaya ko para sa inyo. wag puro pang gagalaiti sa katawan, naiinggit ka ba? siguro naman hindi dami dami mong pera eh. wag ganon wag epal. try mo masaya yun yung manahim at wag mag reac sa sarili mong post","Let me be happy because when you guys are happy, I'm happy for you. Stop with all the rage, are you jealous? I'm sure you're not, you have so much money. Don't be like that, don't be a nuisance. Try being happy by staying quiet and not reacting to your own post."
kung alam nyong tinatapakan ang karapatang pantao ng kapwa pilipino ay dapat na manindigan tayo para sa tama.,"If you know that a fellow Filipino's human rights are being trampled on, we should stand up for what is right."
"hi kuya,mabuhay ka.nakita ko vid mo sa walk bridge.","Hi, sir, long live. I saw your video on the pedestrian bridge."
"parang kinilig din ako, sancha","I think I got butterflies too, Sancha."
"isa palang dito yung post niya, ngayon 9 na. parang di na okay puso ko. charr hahaha","He only had one post here, now there are nine. My heart feels like it's not okay anymore. Just kidding, hahaha."
tatapusin ko agad pag may schoolworks para sa happiness,I'll finish my schoolwork quickly for the sake of happiness.
"sino ba nanggugulo? if si bbm tinutukoy mo, name something that he did,bakit nasabi mong nanggugulo pa","Who is causing trouble? If you're referring to BBM, name something that he did, why do you say he's still causing trouble?"
"tanong kay bongbong marcos, jr anong ginawa mo sa pendemic? sagot pumunta ako sa spain at nakalanghap ako ng covid virus. top that.","Question for Bongbong Marcos, Jr.: What did you do during the pandemic? Answer: I went to Spain and inhaled the COVID virus. Top that."
nagparecount lang po buong 6 yrs. 2 yrs na pandemic. hahahahaha.,"He just asked for a recount for the entire 6 years, plus 2 years of the pandemic. Hahahaha."
"manang mana kayo sa nanay nyo, kuda ng kuda","You're so much like your mother, always ranting."
meron naman karapatang kumuda si vp leni dahil maraming nagagawa para maka tulong. iyong iba hindi na nga nakatutulong nanggugulo pa.,VP Leni has the right to rant because she's doing a lot to help. Others aren't even helping and are just causing trouble.
tell me somethingi should say,Tell me something I should say.
"napansin ko lang namigay sya ng tulong sa mga hindi masyado nangangailangan at sa dami ng ninakaw, face shields lang at karampot na bigas ang mga pinamigay.","I just noticed that she's giving aid to those who aren't very needy, and considering how much was stolen, she's only giving away face shields and small amounts of rice."
"nag research kaba? hindi, kase makakuda ka e.he gave face shields, face mask, at ibang kailangan ng mga frontliners, hindi lng isang hospital yan, even in visayas and mindanao. nakaw? do you have evidence? ilang korte nb ang isinampa sknila? may napatunayan ba?","Did you do your research? No, because you just want to talk. He gave face shields, face masks, and other necessities to the frontliners, and not just to one hospital, but even in Visayas and Mindanao. Stolen? Do you have evidence? How many cases have been filed against them? Has anything been proven?"
maalala ko lang sabi ni dara never nya ipiflex yung jowa nya. so it means ndi yung mga taong naiisip ko. baka yung mamang tahimik lang ever since at naka date nya 10 years ago sa may han river. jusko parang naiimagine ko na. sana sya na nga.,"I just remembered that Dara said she would never flex her boyfriend. So it means it's not the people I'm thinking of. Maybe it's that quiet guy who she went on a date with 10 years ago near the Han River. Oh my, I can already imagine it. I hope it's him."
parang gusto ko na sumuko.,I feel like I want to give up already.
"ano na! i just had my coffee kanu then binilhan ako ni mommy ng th tas sb naman from kuya. ayaw niyo ba ako matulog????? at this point, kabahan na kayo i guess charot! hahahaha!","What's happening! I just had my coffee earlier, then my mom bought me tea, then my brother gave me soft drinks as well. Don't you want me to sleep????? At this point, you guys should be scared, I guess, just kidding! Hahahaha!"
maghanda ka na sa 6 hrs na usapan.. x3 pala kasi 3 kape..hahahahaha,Prepare yourself for 6 hours of conversation... tripled because of 3 cups of coffee... hahahahaha.
late reply aq ngayon meron na resulta yung maraming kape hahaahhaha,"I'm replying late now because the effect of all the coffee is kicking in, hahahahaha."
grabe epekto ng kape..di lang 6 hrs.. parang aabot 6days,The effect of the coffee is crazy... not just 6 hours... it feels like it'll last 6 days.
bt parang ako pa mali,Why does it feel like I'm the one who's wrong?
parang hahanginin nanaman yung pera ko,It feels like my money will be blown away again.
may klase pa ako beh pero para sa enhypen sige go lang,"I still have class, but for Enhypen, I'll go for it."
grabe talaga yung calls today!!! di ko kinakaya!!! parang gusto ko na lang humimlay nang hanggang next next year!!!,The calls today are really intense!!! I can't handle it!!! I feel like I just want to sleep until the year after next!!!
tulog na ba kayo,Are you guys asleep yet?
kapit lang para sa enha,Hang in there for Enha.
sana i invite ni kuya sina at sa bahay niya tapos sila kumausap kina anji at kd. sila mas nakakaalam sa kung anong friendship meron ang kyji. please,I hope Kuya invites them to his house and then they talk to Anji and KD. They know more about the kind of friendship KyJi has. Please.
"sa lahat kasi ng nag advice kanina, parang si kyle lang nakakaintindi sa kyji protect kyji at all cost","Of all the people who gave advice earlier, it feels like only Kyle understands KyJi. Protect KyJi at all costs."
"i appreciate alexa and shai din naman, thankful din ako na they were there for anji. pero di po pag set ng boundaries yung needed nila, ang kailangan po nila is acceptance. protect kyji at all cost","I appreciate Alexa and Shai too, I'm also thankful that they were there for Anji. But setting boundaries isn't what they needed, what they needed was acceptance. Protect KyJi at all costs."
"inuulit ko po tj at tita samber, acceptance po na ganun talaga sila yung kailangan nila, hindi po boundaries protect kyji at all cost","I'm repeating myself TJ and Tita Samber, acceptance that that's really how they are is what they need, not boundaries. Protect KyJi at all costs."
"di po ako galit kay tita samber, nagtatampo lang po ako hehe pero kay tj, hays juskooo nai stress ako.","I'm not angry at Tita Samber, I'm just a little disappointed, hehe. But with TJ, oh my gosh, I'm getting stressed."
"mama 2021 tiktok favorite moment teumes the voting for tiktok favorite moment is now open, treasures be with me halloween ver has been nominated. you can vote 2xday by voting and by sharing the voting page vt.tiktok.comzses1y1xs","MAMA 2021 TikTok Favorite Moment Teumes the voting for TikTok Favorite Moment is now open, Treasures be with me Halloween ver has been nominated. You can vote 2xday by voting and by sharing the voting page vt.tiktok.comzses1y1xs"
i cant get in,I can't get in.
"same, i cant vote. why is that?","Same, I can't vote. Why is that?"
are you from philippines?? if yes baka kasi sa 25 nov. pa talaga tayo. parang sa korea pa nag start.,"Are you from the Philippines? If yes, maybe it's because it will really be on Nov 25 for us. It seems like it started in Korea first."
ang pretty putangina parang hindi bardagol,"She's so pretty, damn it, doesn't seem like she argues a lot."
parang kahapon lang nong tayoy magkasama,It feels like just yesterday when we were together.
putangina nagpuyat ako para sa angst sana sinaksak nyo na lang ako,"Damn it, I stayed up late for angst, you should have just stabbed me."
andito si ms para sa inyo!,Ms. is here for you!
parang tanga naman,That's kind of stupid.
"kelan pa napunta ng ususan, taguig ang st. lukes bgc?","When did St. Luke's BGC move to Ususan, Taguig?"
"if it came from st lukes nga, sana may header from their hospital? not sure if may sample drug test report ba na pwede icompare?","If it really came from St. Luke's, shouldn't there be a header from their hospital? I'm not sure if there's a sample drug test report that we can compare it to."
"ususan is a nearby barangay of bgc, kung nasaan ang st lukes which is under the jurisdiction of brgy. fort bonifacio","Ususan is a nearby barangay of BGC, where St. Luke's is located, which falls under the jurisdiction of Barangay Fort Bonifacio."
"ganito daw talaga format ng drug test report and not sure why hindi pa updated ang address kasi 2010 nagopen si st lukes bgc, brgy fort bonifacio was created on 2008 pa.","Apparently, this is the actual format of the drug test report, and I'm not sure why the address isn't updated yet, considering St. Luke's BGC opened in 2010, and Barangay Fort Bonifacio was created way back in 2008."
sakit na ng ulo niyo no?,Aren't you getting a headache with all of this?
sakit sa bangs noh?,Isn't it a pain in the head?
kaya kaming mga pilipino gusto nmen pagbabago. ayaw na namen sa mga dilawanpinklawan whatever they call them now.,That's why we Filipinos want change. We don't want those Yellows/Pinks or whatever they call them now anymore.
"tanda tanda mo na tanga tanga mo pa rin. paka mangmang. kaya andalidali nyo mascam ng mga magnanakaw, e",You're old and yet still so stupid. So ignorant. That's why you're so easily scammed by thieves.
patay na po si fm ok?,"FM (Ferdinand Marcos) is already dead, okay?"
"yun na ang point. nasusunog na sa impyerno ang partriarch magnanakaw, pero kaming mga pilipinong nagbabayad pa rin ng utang ng bansa para sa...guess what para sa kapritso nyang mga sinasamba mo ulul!","That's the point. The thieving patriarch is already burning in hell, but we Filipinos are still paying the nation's debt for... guess what? For his whims which you worship, you idiot!"
hubadera na girl? parang no apil na ke pogi! di ka na nun babalikan kaya kapit ka mabuti ke hito haha,"Are you becoming a 'hubadera' (sexually provocative) now, girl? It seems like you're no longer appealing to that good-looking guy! He's not coming back to you, so hold on tight to 'hito' (catfish - ugly person), haha."
