# of Actual Tweets,Twitter Links,id,split,Tweet Status,Original Taglish Tweet,Preprocessed Taglish Tweet,English Translation,Comments
48.0,https://twitter.com/i/web/status/1463207985518301188,1.4632079855183012e+18,"(0.0, 0.8125, 0.1875)",1,Baka alam mo kung saan itinago. Nakinabang din pamilya nyo sa pamilya ng magnanakaw di ba? 😂,baka alam mo kung saan itinago. nakinabang din pamilya nyo sa pamilya ng magnanakaw di'ba.,"Maybe you know where it was hidden. Your family also benefited from the family of thieves, right? ",
49.0,https://twitter.com/i/web/status/1463207906698948613,1.4632079066989486e+18,"(0.0, 1.0, 0.0)",1,Di ba,di'ba.,"RIGHT?! I’m confused too. Couldn’t they have just made it fit? They’re just compressing the video anyway. So frustrating, grrr",
50.0,https://twitter.com/i/web/status/1463207793016520706,1.4632077930165207e+18,"(0.05263157894736842, 0.5263157894736842, 0.42105263157894735)",1,ONGA TAKA DIN AKO EHH DI BA NILA KAYA IPAGKASYA YUN ICOCOMPRESS LANG NAMAN ANG VID EH GIGIL GRR,onga taka din ako ehh di'ba nila kaya ipagkasya yun icocompress lang naman ang vid eh gigil grr.,Right?? So what’s the point of their speech at the start then? It’s infuriating.,
,https://twitter.com/i/web/status/1463207782107136002,1.463207782107136e+18,"(0.1, 0.4, 0.5)",0,,,,
,https://twitter.com/i/web/status/1463206941115641863,1.4632069411156419e+18,"(0.4117647058823529, 0.4117647058823529, 0.14705882352941177)",0,,,,
,https://twitter.com/i/web/status/1463206696009011208,1.4632066960090112e+18,"(0.09090909090909091, 0.45454545454545453, 0.45454545454545453)",0,,,,
,https://twitter.com/i/web/status/1463206339908235268,1.4632063399082353e+18,"(0.09090909090909091, 0.36363636363636365, 0.5454545454545454)",0- indonesian,,,,
,https://twitter.com/i/web/status/1463205928434470914,1.463205928434471e+18,"(0.3225806451612903, 0.5161290322580645, 0.12903225806451613)",0,,,,
51.0,https://twitter.com/i/web/status/1463205708892041219,1.4632057088920412e+18,"(0.25, 0.5, 0.25)",1,Di ba?? So anong merit nung pa speech nila at the start? Kaka-init ng dugo,di'ba?? so anong merit nung pa speech nila at the start? kaka-init ng dugo.,Isn’t it a miracle to win—but evermore deserves it. PERIODTTT,
52.0,https://twitter.com/i/web/status/1463205658682032132,1.463205658682032e+18,"(0.3333333333333333, 0.5555555555555556, 0.1111111111111111)",1,‘DI BA milagro na manalo but evermore deserves pERIODTTT,di'ba milagro na manalo but evermore deserves periodttt.,Didn’t they deserve it??,
53.0,https://twitter.com/i/web/status/1463205525974175749,1.4632055259741755e+18,"(0.0, 0.75, 0.25)",1,DI BA NILA NADESERVE?,di'ba nila nadeserve.,"What’s new, really? Hmmp (Disappointed but not surprised)",
54.0,https://twitter.com/i/web/status/1463205471641243648,1.4632054716412436e+18,"(0.14285714285714285, 0.42857142857142855, 0.2857142857142857)",1,ano pa bang bago di ba? Hmmp (Disappointed but not surprised),ano pa bang bago di'ba? hmmp (disappointed but not surprised.,"Who am I to have a decent life anyway, right? ",
55.0,https://twitter.com/i/web/status/1463205353303142406,1.4632053533031424e+18,"(0.0, 0.7692307692307693, 0.23076923076923078)",1,sino ba naman ako para magkaron ng maayos na buhay 'di ba xd,sino ba naman ako para magkaron ng maayos na buhay 'di'ba xd.,"Don’t they feel sorry for Anji? Her crying was intense, especially that last part before the stream ended. She’s afraid of what others might say about her—and the things she fears are happening right in her own home.",
56.0,https://twitter.com/i/web/status/1463205300857573379,1.463205300857573e+18,"(0.16216216216216217, 0.7297297297297297, 0.10810810810810811)",1,"Di ba sila naaawa kay Anji? Grabe yung iyak niya lalo na yung last part bago mag end yung stream. Natatakot siya sa sasabihin ng iba about sa kanya. Yung kinakatakutan niya, mismong sa bahay niya nararanasan.
","di'ba sila naaawa kay anji? grabe yung iyak niya lalo na yung last part bago mag end yung stream. natatakot siya sa sasabihin ng iba about sa kanya. yung kinakatakutan niya, mismong sa bahay niya nararanasan.",WHO TOLD YOU TO SNUB WILLOW?? HUH???? Didn’t you find “life was a willow and it bent right to your wind” beautiful??? HUH??? 😤,
57.0,https://twitter.com/i/web/status/1463205237200547841,1.4632052372005478e+18,"(0.4444444444444444, 0.3333333333333333, 0.2222222222222222)",1,"SINO NAGSABI SAINYO NA I-SNOBIN YUNG WILLOW?? HAAAA???? DI BA KAYO NAGANDAHAN SA LIFE WAS A WIILOW AND IT BENT RIGHT TO YOUR WIND HAAAA?? HAAAA? 😤
",sino nagsabi sainyo na i-snobin yung willow?? haaaa? di'ba kayo nagandahan sa life was a wiilow and it bent right to your wind haaaa?? haaaa.,,
,https://twitter.com/i/web/status/1463205228824576003,1.463205228824576e+18,"(0.14285714285714285, 0.2857142857142857, 0.5714285714285714)",1,tAngina niyo di ba kayo mag rereply,tangina niyo di'ba kayo mag rereply.,,
,https://twitter.com/i/web/status/1463205069596160002,1.46320506959616e+18,"(0.3235294117647059, 0.5294117647058824, 0.11764705882352941)",1,badtrip padin umasa ako sa music video tapos dun sa last 3 categories wala pa sila ano yun? out of 7 isa lang di ba sila marunong tumingin mga takot lang ksi eh hays,badtrip padin umasa ako sa music video tapos dun sa last 3 categories wala pa sila ano yun? out of 7 isa lang di'ba sila marunong tumingin mga takot lang ksi eh hays.,,
,https://twitter.com/i/web/status/1463205062088347648,1.4632050620883476e+18,"(0.0, 0.5555555555555556, 0.4444444444444444)",1,bakit puro kayo wtf di ba pwedeng wth naman🤕,bakit puro kayo wtf di'ba pwedeng wth naman.,,
,https://twitter.com/i/web/status/1463204898053378051,1.463204898053378e+18,"(0.37037037037037035, 0.48148148148148145, 0.14814814814814814)",1,butter wala sa song of the year? di ba kayo informed kung anong achievements ng butter??? gagi nood nood ng news at magcheck sa twitter mga hangal,butter wala sa song of the year? di'ba kayo informed kung anong achievements ng butter? gagi nood nood ng news at magcheck sa mga hangal.,,
,https://twitter.com/i/web/status/1463204895381544962,1.4632048953815447e+18,"(0.29411764705882354, 0.3235294117647059, 0.3235294117647059)",0,,,,
,https://twitter.com/i/web/status/1463204794865274887,1.463204794865275e+18,"(0.0, 1.0, 0.0)",,Di ba!? 🤢🤢🐍🐍🐍,,,
,https://twitter.com/i/web/status/1463204716234813440,1.4632047162348134e+18,"(0.125, 0.5416666666666666, 0.3333333333333333)",1,"Sabi na may kapalit pag sobrang saya 😔

Okay na okay na cla,  di ba nila nakikita yun? Yun na ang iniiyakan ni anji eh, yung hindi nila maintindihan yung samahan ng KYJI, Hndi ma nya alam papano kikilos, saan lulugar.

@PBBabscbn
 pls help huhu may date pa cla eh 😁","sabi na may kapalit pag sobrang saya okay na okay na cla, di'ba nila nakikita yun? yun na ang iniiyakan ni anji eh, yung hindi nila maintindihan yung samahan ng kyji, hndi ma nya alam papano kikilos, saan lulugar. please help huhu may date pa cla eh.",,
,https://twitter.com/i/web/status/1463204385979207681,1.4632043859792077e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",1,TANGINA BAT DI BA KO NATUTO LECHE,tangina bat di'ba ko natuto leche.,,
,https://twitter.com/i/web/status/1463204326726266880,1.463204326726267e+18,"(0.3333333333333333, 0.3888888888888889, 0.2777777777777778)",1,TANGINA TALAGA AKDUEJHSJWUSJAJA BOBO NG GRAMMYS AMPUTA DI BA KAYO MAALAM MAGSIDE STEP RIGHT LEFT TO MY BEAT,tangina talaga akduejhsjwusjaja bobo ng grammys amputa di'ba kayo maalam magside step right left to my beat.,,
,https://twitter.com/i/web/status/1463204285852753920,1.463204285852754e+18,"(0.5833333333333334, 0.4166666666666667, 0.0)",0,,,,
,https://twitter.com/i/web/status/1463203691897319425,1.4632036918973194e+18,"(0.16666666666666666, 0.3333333333333333, 0.5)",1,grey goose di ba chichirya yun ????,grey goose di'ba chichirya yun.,,
,https://twitter.com/i/web/status/1463203456643383296,1.4632034566433833e+18,"(0.044444444444444446, 0.6444444444444445, 0.28888888888888886)",1,"Akala mo di masakit sakit sakin yung pinag sasabi mo saken🤨🤨🤨? Na patay Gutom ako🤨🤨? Bakit🤨🤨🤨? Di ba yun sa- masakit🤨🤨🤨🤨? Ikaw nga inuulam mo kalapati eh😒😒😒. Sabi nya ""Tara Ruella hulihin natin yung kalapati kuhain natin."" Oh siya yun😒😒siya yung pag sabihan mo",akala mo di masakit sakit sakin yung pinag sasabi mo saken? na patay gutom ako? bakit? di'ba yun sa- masakit? ikaw ang inuulam mo kalapati eh. sabi nya tara ruella hulihin natin yung kalapati kuhain natin. oh siya yunsiya yung pag sabihan mo.,,
,https://twitter.com/i/web/status/1463203424359444480,1.4632034243594445e+18,"(0.0, 0.8, 0.2)",1,DI BA UNG IBA PINAPAKITA,di'ba ung iba pinapakita.,,
,https://twitter.com/i/web/status/1463202741992374272,1.4632027419923743e+18,"(0.42105263157894735, 0.2631578947368421, 0.3157894736842105)",1,Luh?? Di ba awkward?? — Hindi. Hahaha makalat din ako irl eh. Why do you think I’m here? Hahaha,luh?? di'ba awkward?? hindi. hahaha makalat din ako irl eh. why do you think im here? hahaha.,,
,https://twitter.com/i/web/status/1463202631992578050,1.463202631992578e+18,"(0.0, 0.7142857142857143, 0.2857142857142857)",0,,,,
,https://twitter.com/i/web/status/1463202389322698752,1.4632023893226988e+18,"(0.42857142857142855, 0.5714285714285714, 0.0)",0,,,,
,https://twitter.com/i/web/status/1463202308011950083,1.46320230801195e+18,"(0.1111111111111111, 0.7777777777777778, 0.1111111111111111)",1,OKAY SINO BA NAMAN AKO PARA PANSININ 'DI BA?? 😓😓😓😓😓😓😓😓😓😓,okay sino ba naman ako para pansinin 'di'ba.,,
,https://twitter.com/i/web/status/1463202163883085824,1.4632021638830858e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",0,,,,
,https://twitter.com/i/web/status/1463202017510232064,1.463202017510232e+18,"(0.0, 0.5555555555555556, 0.4444444444444444)",1,di ba naman sumama loob mo pota kayo grammys,di'ba naman sumama loob mo pota kayo grammys.,,
,https://twitter.com/i/web/status/1463201979505655810,1.4632019795056558e+18,"(0.16666666666666666, 0.4166666666666667, 0.4166666666666667)",1,ay hope all may poging jowang gigising sayo tuwing umaga di ba,ay hope all may poging jowang gigising sayo tuwing umaga di'ba.,,
,https://twitter.com/i/web/status/1463201897913864198,1.463201897913864e+18,"(0.23076923076923078, 0.38461538461538464, 0.38461538461538464)",0,,,,
,https://twitter.com/i/web/status/1463201613426794499,1.4632016134267945e+18,"(0.0625, 0.625, 0.3125)",0,,,,
,https://twitter.com/i/web/status/1463201588546183170,1.4632015885461832e+18,"(0.2777777777777778, 0.4444444444444444, 0.2777777777777778)",1,"si owen yon be, di ba ganda ng name bagay kayo ehe, pangalan yan ng forever mo sage","si owen yon be, di'ba ganda ng name bagay kayo ehe, pangalan yan ng forever mo sage.",,
,https://twitter.com/i/web/status/1463201570019950595,1.4632015700199503e+18,"(0.5454545454545454, 0.2727272727272727, 0.18181818181818182)",1,Biggest slap to that industry plant lol di ba kinaya buhatin?ㅋㅋㅋㅋㅋㅋㅋ,biggest slap to that industry plant laugh out loud di'ba kinaya buhatin.,,
,https://twitter.com/i/web/status/1463201543872679940,1.46320154387268e+18,"(0.08333333333333333, 0.6666666666666666, 0.25)",0,,,,
,https://twitter.com/i/web/status/1463201382983352321,1.4632013829833523e+18,"(0.14285714285714285, 0.5714285714285714, 0.2857142857142857)",1,di ba dapat ley miserab pronunciation don,di'ba dapat ley miserab don.,,
,https://twitter.com/i/web/status/1463201004682240001,1.46320100468224e+18,"(0.25, 0.5, 0.25)",0,,,,
,https://twitter.com/i/web/status/1463200896272113666,1.4632008962721137e+18,"(0.1111111111111111, 0.6666666666666666, 0.2222222222222222)",0,,,,
,https://twitter.com/i/web/status/1463200465613697029,1.463200465613697e+18,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",0,,,,
,https://twitter.com/i/web/status/1463200149551734792,1.4632001495517348e+18,"(0.07692307692307693, 0.6153846153846154, 0.3076923076923077)",0,,,,
,https://twitter.com/i/web/status/1463199944966164484,1.4631999449661645e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",1,di ba 'to sunod sunod ponyeta?? [image],di'ba 'to sunod sunod ponyeta?? image.,,
,https://twitter.com/i/web/status/1463199458737278976,1.4631994587372787e+18,"(0.06666666666666667, 0.6666666666666666, 0.26666666666666666)",0,,,,
,https://twitter.com/i/web/status/1463199374066913281,1.4631993740669133e+18,"(0.0, 0.75, 0.25)",0,,,,
,https://twitter.com/i/web/status/1463199018540941314,1.4631990185409413e+18,"(0.0, 0.4, 0.6)",0,,,,
,https://twitter.com/i/web/status/1463197917737467905,1.463197917737468e+18,"(0.0, 0.8571428571428571, 0.14285714285714285)",1,tamlay nyo naman di ba kayo kumain😕,tamlay nyo naman di'ba kayo kumain.,,
,https://twitter.com/i/web/status/1463197631606231040,1.463197631606231e+18,"(0.0, 0.5, 0.5)",1,di ba dapat sept. 28 HAHAHA,di'ba dapat sept. 28 hahaha.,,
,https://twitter.com/i/web/status/1463197490136506369,1.4631974901365064e+18,"(0.06060606060606061, 0.7878787878787878, 0.15151515151515152)",1,Bakit sa tuwing may sasabihin ako na nasa isip ko naka defense mode ka palagi. Di ba pwedeng sinasabi ko lang nasa isip ko kasi sasabog na ako kung wala akong mapag sasabihan??,bakit sa tuwing may sasabihin ako na nasa isip ko naka defense mode ka palagi. di'ba pwedeng sinasabi ko lang nasa isip ko kasi sasabog na ako kung wala akong mapag sasabihan.,,
,https://twitter.com/i/web/status/1463197372591181834,1.4631973725911818e+18,"(0.0, 0.9090909090909091, 0.09090909090909091)",1,"Lasing na ba ang lahat?

Sana sabay-sabay tayo di ba??",lasing na ba ang lahat? sana sabay-sabay tayo di'ba.,,
,https://twitter.com/i/web/status/1463197299639685122,1.463197299639685e+18,"(0.5, 0.4, 0.1)",0,,,,
,https://twitter.com/i/web/status/1463197291150331912,1.463197291150332e+18,"(0.10526315789473684, 0.5789473684210527, 0.3157894736842105)",1,"gago sa tahimik don sa studio pati pag lakad nung girl rinig nyawa, di ba kayo inaantok gan gagu","gago sa tahimik don sa studio pati pag lakad nung girl rinig nyawa, di'ba kayo inaantok gan gagu.",,
,https://twitter.com/i/web/status/1463197164708921344,1.463197164708921e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",1,di ba nagkape tong mga announcer? 🥱,di'ba nagkape tong mga announcer.,,
,https://twitter.com/i/web/status/1463197019527614465,1.4631970195276145e+18,"(0.14285714285714285, 0.7857142857142857, 0.07142857142857142)",1,Kukulit naman kase di ba makaramdam na ayaw sa inyo mag open nung bata??,kukulit naman kase di'ba makaramdam na ayaw sa inyo mag open nung bata.,,
,https://twitter.com/i/web/status/1463196857786519557,1.4631968577865196e+18,"(0.06666666666666667, 0.8, 0.13333333333333333)",0,,,,
,https://twitter.com/i/web/status/1463196569470377984,1.463196569470378e+18,"(0.5714285714285714, 0.2857142857142857, 0.14285714285714285)",1,di ba pwedeng i-fast forward to? 😪,di'ba pwedeng i-fast forward to.,,
,https://twitter.com/i/web/status/1463196561974775811,1.4631965619747758e+18,"(0.3, 0.3, 0.4)",1,di ba nagsubmit b3n&b3n sa best folk album??,di'ba nagsubmit b3nb3n sa best folk album.,,
,https://twitter.com/i/web/status/1463196546703532033,1.463196546703532e+18,"(0.26, 0.14, 0.54)",0,,,,
,https://twitter.com/i/web/status/1463196440738484232,1.4631964407384842e+18,"(0.14285714285714285, 0.7142857142857143, 0.14285714285714285)",1,Nag almusal naman siguro kayo di ba???,nag almusal naman siguro kayo di'ba.,,
,https://twitter.com/i/web/status/1463196230779949064,1.463196230779949e+18,"(0.14285714285714285, 0.47619047619047616, 0.38095238095238093)",1,alam mo nababaliw na ako rito same tayo sa xiaojun at mark pero magko-commit ako sa sungchan at chenle😭😭hHAHHAHAHAH,alam mo nababaliw na ako rito same tayo sa xiaojun at mark pero magko-commit ako sa sungchan at.,,
,https://twitter.com/i/web/status/1463196218071269376,1.463196218071269e+18,"(0.2972972972972973, 0.4594594594594595, 0.24324324324324326)",0,,,,
,https://twitter.com/i/web/status/1463196113976979458,1.4631961139769795e+18,"(0.16666666666666666, 0.5, 0.3333333333333333)",1,di ba pedeng best americana album BE agad hahahaha antok na ko,di'ba pedeng best americana album be agad hahahaha antok na ko.,,
