id,translated_text
309,"1463193094753374210,""why for a while. can't it be forever?"""
310,"1463044704614825986,""Bongbong Marcos' cocaine issue is not over yet. because it takes only three days for the body to expel cocaine residue. Duterte talked about this on Thursday, Bongbong got tested on Monday or on the fourth day."""
311,"1463151984203091968,""Wow, even the drug test result is fake. If he really wants to prove that he took a drug test, he should show it to the media while they're taking his specimen or just his hair for a more accurate result. #bbmcocaineking"""
312,"1463163535048036366,""oh my, so many stupid people. if they just cried, their tears would have been useful."""
313,"1463165057974550544,""suggest to your boss to have a specimen taken in public if he really has nothing to hide. i am not a duterte fan either, but his source seems reliable. your candidate from a family of thieves is an addict."""
314,"1463166179875434501,don't make it obvious that you're stupid and dumb."
315,"1463166796203274251,""@skybi18_ Result can be reproduce easily. Show the proof that the specimen sample was really came from him, sa magnanakaw....."""
316,"1463168109762826256,""no matter what you say, you look more like a drug addict and a thief than bbm hahahaha, and you haven't even had a drug test. here's a free drug test."""
317,"1463168759762411536,""all dds and bbm supporters' opponents are accused of being addicts. but it was your boss who duterte called an addict, right? where is your brain? besides, if you had a brain, would you support an addict and a thief?"""
318,"1463166639441125395,""You should be the one to watch over bbm during his drug test so you'll know you're really an addict go go go kuya you can do it."""
319,"1463167186541944836,""look whose talking. a supporter of an addict and a thief is also a thief and an addict. same feather flocks together, right?"""
320,"1463167677569056769,And don't worry you look more like a thief too go ahead and cry now."
321,"1463168043559919636,""supporter of a thief. a thief is the brother of a liar so who are you in that?"""
322,"1463167571499397120,""hahahahaaa relax okay you might get sued for libel but it's okay you can do it kuya you look more like an addict than bbm hahhahahahahaa."""
323,"1463167692249178121,""Really? Take a picture of it."""
324,"1463172074986512396,""Can't I just be rich right away?"""
325,"1463166211253022728,"" wait a minute."""
326,"1463167963872346127,@vicegandako she was called mercys3at.. so that's where she got the idea about leadership?"
327,"1463168396263104514,""right? if that's what it's based on.. the idea of a seat. or of a position.. if it started with them in politics? is that it? am i right?"""
328,"1463169924692590592,""so when christ was born.. that's when the roman society fell apart? am i right? it's like they had something to do with egypt too. that's why egypt became rich back then."""
329,"1463168630825406468,""aweee. why? isn't it a holiday for you guys when it's like that?"""
330,"1463168437115621385,""taro sungchan taeyong mark jaehyun jungwoo. who's in green in the middle."""
331,"1463168882194227211,""Isn't Mark the one with his leg extended while sitting?"""
332,"1463169110708310019,omggg who's this in all white sitting?"
333,"1463173682902224902,""even if pre-orders are tomorrow, if I can't get a pc of my biases, then bye."""
334,"1463174140643393546,""i hope we can get chae first so we don't have to buy a separate one, right?"""
335,"1463176819469799424,""Wow, my partner is so heavy. I solved all the math and I also submitted it."""
336,"1463176991176212480,""just kidding, because he'll carry me in the case anyway. hehehe right? thank you for carrying me last time, we got 98."""
337,"1463162557615779848,""I support Bong Go, Duterte's husband."""
338,"1463169251196473352,i have a great laugh at this."
339,"1463169679871119380,haha right."
340,"1463170572167352335,""i saw this one on tl and what if it's not jungwoo with the bowl cut...it's sungchan? t7s unit with sungtaro."""
341,"1463170852606943254,""DON'T MESS WITH MY HEAD ANYMORE, SIS. WHY DID I EVEN READ THIS? NOW I CAN SEE SUNGCHAN, BUT ISN'T HE THE ONE AFTER THE PERSON ON THE SWING?"""
342,"1463171194664984590,""HAHAHAHAHAHAHAHAHAHA SIS I'M SO CONFUSED TOO the person after the swing looks like taro based on the hair color and the negative effect I don't know my head hurts HAHAHAHAHAHAHAHAHAHA"""
343,"1463172330536984590,""I'm leaving it to sm to clarify tonight hahhahahha."""
344,"1463183802348425216,""I have a lot of balloons, don't you want some? Jk"""
345,"1463193317122842629,""don't you know you're crazy hahahahahahahahha."""
346,"1463184996345155587,""Can't they just release the list, why is it live, I'm already sleepy, babe."""
347,"1463050545854545920,""please what's their problem with being similar if their idol is that good, why are they afraid of copycats are they afraid of being overshadowed? is the new gg's appeal that big? hahahahahahhaha."""
348,"1463176104429113354,""wow hahahahahahahaha are they going to blame their mom, wow.. also with the styling, isn't it common for idols to borrow from stylists + that's why their group set a trend, didn't they expect it to be copied? istg so shallow."""
349,"1463176315293548564,""exactly it's not like that fashion style is only made for bp jusko kakaloka they make a big deal out of everything obviously they're thirsty for cb jk."""
350,"1463177087553003539,""hahahahhaaa i thought they already prepared? oh my. yg is so strict with cb, the fans are pitiful too."""
351,"1463174845798170633,""Oh right? I went to bed early and then I just woke up in the middle of the night."""
352,"1462834625508790281,""ngo then digs up a fb page allegedly belonging to the poi and posts some. but not before adding his own editorial slant, which at best could be described as inflammatory (if not outright false) and designed to get the attention of the online right. 2x."""
353,"1462834627006115852,""on fb, the poi allegedly posted some antisemitic dreck, a cartoon about police brutality, and a photo of a mural of george floyd. the latter two were enough for ngo to say he'd posted in support of blm causes. nowhere did he find anything directly linking the poi to blm 3x."""
354,"1462834630055407622,""there's no posts with a blm hashtag (though ngo added one in his tweet), or images of him attendingsupporting blm, at least not that ngo has found to date. for his audience, it doesn't matter. they've linked the poi to blm. but take a look at the last sentence. 4x:"""
355,"1463169845688741897,""oohh jivaaa!! just for a cough, antibiotics right away? can't you just use otc drugs, you're crazy."""
356,"1463174733252468747,""aren't they laughing at their own stupidity? being stupid is really contagious, it's hereditary."""
357,"1463279773975990273,that's oskie's friend..."
358,"1463166836065849360,""day 8659484 of living with my fucking annoying neighbours. they having a party every week and on a fucking weekday too? aren't you getting tired. damn it."""
359,"1463174320688185353,""why did jongin's teaser, nct 2021 and my midterms have to be at the same time, can't we just not have an exam?"""
360,"1463163666094862354,""FUCK ISN'T THAT MIMIYUUUUHHHH YARN?!?!?! #BNSJejevility2021D2"""
361,"1463146189725978630,""we've met so many times but we're not destined! wetuestay with mahmygz mahmygz4life."""
362,"1463168247658864652,""It's so sad, isn't it? WeTueStay with MahMygz #MAHMYGZ4LIFE"""
363,"1463124524065382412,""so that's it. and you want to take him away from me? no, i won't let you. just stay here, no one is leaving. justin couldn't hold back his tears because of the intense annoyance he was feeling. he's used to deciding on his own when it comes to sebby but now is a different situation."""
364,"1463124527483789318,""even though justin wanted to be selfish with sebby, he knew that ken also had a right. please, ken. i don't want my son to suffer the way i do. just let us go, justin pleaded with tears in his eyes. it hurts ken more than anything but he cannot lose his only strength."""
365,"1463124531686432772,""jah, please understand me too ken was cut down with a small voice coming from behind. you're bad, dada! you promised, you won't make my taytay cry. you promised, you won't hurt him. you're bad, dada! i hate you! it was sebby. the eyes that usually glow are now covered with tears."""
366,"1463132921338892293,""the kid is crying nonstop. when ken tried to hold sebby, he ran towards justin's direction. he wrapped himself around his taytay's leg. b-bad you, dada. you lied eh you promised sebby. you're fighting with my taytay, you made him cry. you don't love us anymore eh. i-i hate you."""
