id,text,preprocessed_text,english_translation
1463076091590057988,Wala naman Kasi akong alam sa topic nyu . Kaya tamang Basa Lang ako di pag sumingit ako na wala akong alam di sinabi nyu na naman na Lutang ako hahahaha . Kaya maigi na tamang BR and basa naLang oks na Yun #DeannaWong | Deanna Wong,wala naman kasi akong alam sa topic nyu. kaya tamang basa lang ako di pag sumingit ako na wala akong alam di sinabi nyu na naman na lutang ako hahahaha. kaya maigi na tamang br and basa nalang oks na yun deanna wong.,"because i don't know anything about your topic. so i'll just read. if i butt in without knowing anything, you'll just say i'm spaced out again, hahaha. so it's better to just br and read, that's okay."
1463079811832852480,Jusko Di BA na briefing si Angie kagabi ate Dizon Yung Tayo nila doc ? Haha #DeannaWong | Deanna Wong,jusko di'ba na briefing si angie kagabi ate dizon yung tayo nila doc? haha deanna wong.,"my gosh, wasn't angie briefed last night, ate dizon, about their thing with doc? haha."
1463082197343162370,Wag ka umasa kay tinola masasaktam ka lang #DeannaWong | Deanna Wong,wag ka umasa kay tinola masasaktam ka lang deanna wong.,"don't hope for tinola, you'll only get hurt."
1463092296963051522,DBA pinag usaoan nten to kagabi doc ? Bkit ngayon walang alam hahaha. #DeannaWong | Deanna Wong,dba pinag usaoan nten to kagabi doc? bkit ngayon walang alam hahaha. deanna wong.,"didn't we talk about this last night, doc? why do you know nothing now? hahaha."
1463080831245860867,Kaya nga buti my excuse cxa....kahit nman sbihan ntin yan wla din....hahah #DeannaWong | Deanna Wong,kaya nga buti my excuse nman sbihan ntin yan wla deanna wong.,"that's why it's a good thing she has an excuse....even if we tell her, it's useless....hahah."
1463082625191587846,Kaya nga ahaha ! Kahit anung meeting gawen mo . Kinabukas wala Nanaman Alam haha #DeannaWong | Deanna Wong,kaya nga ahaha! kahit anung meeting gawen mo. kinabukas wala nanaman alam haha deanna wong.,"that's right, ahaha! no matter what meeting you hold. the next day, she knows nothing again, haha."
1463204569819672576,Bkit lagi nominated tong oliv1a rodr1g0 na to pero bts hindi?????,bkit lagi nominated tong oliv1a rodr1g0 na to pero bts hindi?,why is this olivia rodrigo always nominated but bts isn't?
1463204794865274887,Di ba!? 🤢🤢,di'ba!?,right!?
1463081523910168579,ayy gagi di ba pwde she's doing great and may namimiss din? ano to,ayy gagi di'ba pwde she's doing great and may namimiss din? ano to.,"ayy, damn, can't it be that she's doing great and she also misses someone? what's this?"
1462982131454337028,Ito pala full version. Di ko alam kung bakit nacut huhu Basta ang funny yawa shdjdhsjd,ito pala full version. di ko alam kung bakit nacut huhu basta ang funny yawa.,"so this is the full version. i don't know why it was cut, huhu. it's just so funny, damn."
1463081416208519172,Ang brainy di ba hahahaha,ang brainy di'ba hahahaha.,"so brainy, right? hahahaha."
1463204326726266880,TANGINA TALAGA AKDUEJHSJWUSJAJA BOBO NG GRAMMYS AMPUTA DI BA KAYO MAALAM MAGSIDE STEP RIGHT LEFT TO MY BEAT,tangina talaga akduejhsjwusjaja bobo ng grammys amputa di'ba kayo maalam magside step right left to my beat.,"fuck really akduejhsjwusjaja the grammys are stupid, fuck. don't you know how to side step right left to my beat?"
1463244091362201600,Ung last na may ganto di ba natalo? So lam na this…,ung last na may ganto di'ba natalo? so lam na this.,"the last one who had this lost, right? so we know this..."
1463220262737006607,Will never for the life of me understand how the lions and cowboys monopolized that entire audience and no one in the league really seems to care,will never for the life of me understand how the lions and cowboys monopolized that entire audience and no one in the league really seems to care.,will never for the life of me understand how the lions and cowboys monopolized that entire audience and no one in the league really seems to care.
1463208943312781317,"Look whos on the side, si hakdog di ba","look whos on the side, si hakdog di'ba.","look who's on the side, it's hakdog, right?"
1463205228824576003,tAngina niyo di ba kayo mag rereply,tangina niyo di'ba kayo mag rereply.,"fuck you, aren't you going to reply?"
1463208979832578057,TEKA MARE NATUTUWA AKO PAG NANALO BA ALBUM MO PANALO RIN ANG INANG NATEN @oliviarodrigo PAKISAGOT BHIE MARAMING SALAMAT. PINOY KA NAMAN DI BA #GRAMMYs,teka mare natutuwa ako pag nanalo ba album mo panalo rin ang inang naten pakisagot bhie maraming salamat. pinoy ka naman di'ba.,"wait, friend, i'm happy. if your album wins, does our motherland win too? @oliviarodrigo please answer, bhie, thank you very much. you're filipino, right?"
1463230452739702784,"O 'di ba kung kailan 'di na tayo nagkikita sa school saka mo'ko ichachat, kung kailan emotionally unavailable ako atm","o 'di'ba kung kailan 'di na tayo nagkikita sa school saka mo'ko ichachat, kung kailan emotionally unavailable ako atm.","oh, right, you're only chatting me now that we don't see each other at school anymore, when i'm emotionally unavailable atm"
1463081601395421187,ma sosyal update once a month for 10 months,ma sosyal update once a month for 10 months.,"so classy, an update once a month for 10 months."
1463081675227746307,di ba ma hahaha worth it din pala,di'ba ma hahaha worth it din pala.,right ma? hahaha it was worth it after all.
1463203424359444480,DI BA UNG IBA PINAPAKITA,di'ba ung iba pinapakita.,aren't the others being shown?
1463205062088347648,bakit puro kayo wtf di ba pwedeng wth naman🤕,bakit puro kayo wtf di'ba pwedeng wth naman.,"why are you all 'wtf', can't it be 'wth' for a change?"
1461677633041620996,ang gulo talaga sa totoo lang but your heart still saying OK lang.,ang gulo talaga sa totoo lang but your heart still saying ok lang.,"it's really chaotic, to be honest, but your heart is still saying it's okay."
1461910439869120524,Kaya pala si batugan back to war on drugs/ BBM and inaasikaso!!,kaya pala si batugan back to war on drugs bbm and inaasikaso!,so that's why the lazy one is back to focusing on the war on drugs/bbm!!
1461945935844372490,Onsehan na🤣🤣🤣🤣🤣,onsehan na.,it's a double-cross.
1462073822782230529,Pero pag ganito ba kandidato mo ikaw na matalino?. nagtatanong lang!,pero pag ganito ba kandidato mo ikaw na matalino?. nagtatanong lang!,"but if your candidate is like this, does that make you the smart one? just asking!"
1462199443357274114,"Hmmnnnnn...... haist.... akala ko talaga nanununog ka. Ayaw mo nyang meme ko ha. Sige, bigyan pa kita ng iba. Pwede na ba yan sa panlasa mo??","haist. akala ko talaga nanununog ka. ayaw mo nyang meme ko ha. sige, bigyan pa kita ng iba. pwede na ba yan sa panlasa mo?","hmmnnnnn...... haist.... i really thought you were starting a fire. you don't like my meme, huh. okay, i'll give you another one. is this to your liking??"
1462234101231013892,"Talagang sinabi eh,leni leave na🤣","talagang sinabi eh,leni leave na.","he really said it, leni leave now"
1463002386235281409,Witweeeeew! Dapat matagal na.,witweeeeew! dapat matagal na.,witweeeeew! it should have been done a long time ago.
1463021974074978307,Mali ang mga intelligence mo po tatay Digs .. love u po #BBMSARA wala ng iba p,mali ang mga intelligence mo po tatay digs.. love ikaw po wala ng iba p.,"your intelligence is wrong, father digs... i love you... there's no one else."
1463025650370232320,NAGSUPSUP NA NAMAN SI BOY ADIK,nagsupsup na naman si boy adik.,boy addict is sucking up again.
1463082242990030848,"Kaya nga sabi ni Pres. Duterte dati di ba??Mga estupido mga yan kasi madaling magpapaniwala sa mga pakagat nya. Alam mo na, bobo is life ang motto nila. Kaya nga pati kandidato nila pambansang obob eh. 🤭🤭🤭","kaya nga sabi ni pres. duterte dati di'ba?? mga estupido mga yan kasi madaling magpapaniwala sa mga pakagat nya. alam mo na, bobo is life ang motto nila. kaya nga pati kandidato nila pambansang obob eh.","that's why pres. duterte said it before, right? they're stupid because they easily believe his bait. you know, 'stupid is life' is their motto. that's why even their candidate is the national idiot."
1463206339908235268,beli di ba mana kak wording nya KBL keren banget lhoo,beli di'ba mana kak wording nya kbl keren banget lhoo.,"sis, where did you buy the kbl wording? it's really cool."
1463208511978934272,DI BA!!! Less gastos!! Hahahahahaha. May isa ako ngayong sisimulan but tingnan natin kung maganda. Bata uli ang bida hahahaha balitaan kita if maganda HAHAHAHAHAHA,di'ba! less gastos!! hahahahahaha. may isa ako ngayong sisimulan but tingnan natin kung maganda. bata uli ang bida hahahaha balitaan kita if maganda hahahahahaha.,right!!! less expensive!! hahahahahaha. i have one i'm starting now but let's see if it's good. the main character is a kid again hahaha i'll update you if it's good hahahahahaha.
1463082076664565760,HAHAHAHHAHAHAHA ganyan yan si juji pero siya talaga eme 🤣🤣,hahahahhahahaha ganyan yan si juji pero siya talaga eme.,"hahahahhahahaha juji is like that but it's really him, just kidding."
1463082368344858625,di ba sa direksyon nya naamoy ni jihyun char HAHAHAHA LABYU JUJIIII KAHIT IKAW TALAGA YON,di'ba sa direksyon nya naamoy ni jihyun char hahahaha labyu jujiiii kahit ikaw talaga yon.,"didn't jihyun smell it in his direction? just kidding. hahahaha i love you, juji, even though it was really you."
1463082870742814731,HHAHAHAHAHHHHA AMININ MO NA JUJI NORMAL LANG NAMAN UMUTOT 🤣🤣,aminin mo na juji normal lang naman umutot.,"hhahahahahhhha admit it, juji, it's normal to fart."
1463083022463471618,NASA GUBAT NAMAN DI MASYADO AMOY HAHAHHAHA,nasa gubat naman di masyado amoy hahahhaha.,"we're in the forest anyway, it doesn't smell much hahahhaha."
1463202017510232064,di ba naman sumama loob mo pota kayo grammys,di'ba naman sumama loob mo pota kayo grammys.,"didn't you get upset, fuck you grammys."
1463205069596160002,badtrip padin umasa ako sa music video tapos dun sa last 3 categories wala pa sila ano yun? out of 7 isa lang di'ba sila marunong tumingin mga takot lang ksi eh hays,badtrip padin umasa ako sa music video tapos dun sa last 3 categories wala pa sila ano yun? out of 7 isa lang di'ba sila marunong tumingin mga takot lang ksi eh hays.,"still in a bad mood, i was hoping for the music video and then in the last 3 categories, they weren't there, what was that? only one out of 7, don't they know how to look, they're just scared, hays."
1463196074613436417,Sana lahat ganito kabilis mag announce di ba,sana lahat ganito kabilis mag announce di'ba.,"i wish everyone would announce this quickly, right?"
1463204808601440257,Ang sarap magsabi ng masasamang.. mga words 🥴,ang sarap magsabi ng masasamang.. mga words.,it feels so good to say bad... words.
1463204883205476361,IINIS AKOO ANO BA YAN,iinis akoo ano ba yan.,"i'm so annoyed, what is this?"
1463205125569318914,SAMEE LANGYA AYAW TALAGA INOMINATE,samee langya ayaw talaga inominate.,"same, damn it, they really don't want to nominate."
1463205709235953664,"TAPOS TINAKPAN PA FACE NILA HABANG NAG A-ANNOUNCE, HABANG SA IBA LINAGAY SA SIDE ANO YUN?","tapos tinakpan pa face nila habang nag a-announce, habang sa iba linagay sa side ano yun?","then they covered their faces while announcing, while others were put on the side, what was that?"
1463207793016520706,ONGA TAKA DIN AKO EHH DI BA NILA KAYA IPAGKASYA YUN ICOCOMPRESS LANG NAMAN ANG VID EH GIGIL GRR,onga taka din ako ehh di'ba nila kaya ipagkasya yun icocompress lang naman ang vid eh gigil grr.,"yeah, i was wondering too, can't they fit it in? they just need to compress the video, ugh, so frustrating."
1463201662567268355,"SINO PANG MGA GISING, INTERACT MGA TEH","sino pang mga gising, interact mga teh.","who else is awake, interact, sissy"
1463202308011950083,OKAY SINO BA NAMAN AKO PARA PANSININ 'DI BA??,okay sino ba naman ako para pansinin 'di'ba?,"okay, who am i to be noticed, right??"
1463197917737467905,tamlay nyo naman di ba kayo kumain,tamlay nyo naman di'ba kayo kumain.,"you're so listless, didn't you eat?"
1463202741992374272,Luh?? Di ba awkward?? — Hindi. Hahaha makalat din ako irl eh. Why do you think I’m here? Hahaha curiouscat.qa/neverserene/po…,luh?? di'ba awkward?? hindi. hahaha makalat din ako irl eh. why do you think im here? hahaha.,luh?? isn't it awkward?? — no. hahaha i'm also messy irl. why do you think i'm here? hahaha.
1463204385979207681,TANGINA BAT DI BA KO NATUTO LECHE,tangina bat di'ba ko natuto leche.,"fuck, why didn't i learn, damn it."
1463204716234813440,"Sabi na may kapalit pag sobrang saya Okay na okay na cla, di ba nila nakikita yun? Yun na ang iniiyakan ni anji eh, yung hindi nila maintindihan yung samahan ng KYJI, Hndi ma nya alam papano kikilos, saan lulugar. @PBBabscbn pls help huhu may date pa cla eh","sabi na may kapalit pag sobrang saya okay na okay na cla, di'ba nila nakikita yun? yun na ang iniiyakan ni anji eh, yung hindi nila maintindihan yung samahan ng kyji, hndi ma nya alam papano kikilos, saan lulugar. please help huhu may date pa cla eh.","i knew there was a consequence to being too happy. they were already okay, don't they see that? that's what anji is crying about, that they don't understand kyji's relationship, she doesn't know how to act, where to place herself. please help, huhu, they still have a date."
1463238663093948416,"Kaya nga..huhu..sana this wednesday,okay pa rin ang pusong dilaw","kaya this wednesday,okay pa rin ang pusong dilaw.","that's right..huhu..i hope this wednesday, the yellow heart will still be okay."
1463197490136506369,Bakit sa tuwing may sasabihin ako na nasa isip ko naka defense mode ka palagi. Di ba pwedeng sinasabi ko lang nasa isip ko kasi sasabog na ako kung wala akong mapag sasabihan??,bakit sa tuwing may sasabihin ako na nasa isip ko naka defense mode ka palagi. di'ba pwedeng sinasabi ko lang nasa isip ko kasi sasabog na ako kung wala akong mapag sasabihan?,"why is it that every time i say what's on my mind, you're always in defense mode? can't i just say what's on my mind because i'm about to explode if i have no one to tell it to?"
